,Category,Channel Id,Channel Title,Comments Count,Dislikes Count,Duration,Likes Count,Published Day,Published Month,Published Time,Published Week,Tags,Video Description,Video Id,Video Title,Views
457,25,UCiHVLksqgiTky0Eruh76v2w,Goldfinger200,10,5,1220.0,22,2018-11-03,2018-11,Sat 14,2018-11 43,"['strache', 'fpö', 'unmigrationspakt']","Vizekanzler Heinz-Christian Strache (FPÖ) erklärt, warum sich die Regierung dazu entschlossen hat, den UN-Migrationspakt nicht zu unterschreiben. Gründe dafür sind die Möglichkeit der Legalisierung der illegalen Migration und der Zugang zur Sozialversicherung sowie der Umstand, dass Sammelausweisungen nicht vorgesehen sind.
ZIB 2 vom 31. Oktober 2018",cH50JWsvWbI,Strache (FPÖ) zum UN-Migrationspakt,641
458,22,UCf3G78MxU5vRuMCvhzO7Nmg,Mut zum Widerstand,497,24,833.0,2680,2018-11-03,2018-11,Sat 13,2018-11 43,"['unmigrationspakt', 'migrationspakt', 'dänemark', 'kroatien unterschreibt nicht', 'ungarn unterschreibt nicht', 'tschechien', 'kroatien', 'ungarn', 'deutschland']","Die Länder, die diesen Pakt nicht unterschreiben wollen, werden immer mehr! 
Eine Entwicklung, die mich persönlich extrem freut.
Wie der aktuelle Stand ist, und wie vernünftige Politik, wie z.B. in Dänemark, aussehen kann, erzähle ich Euch in meinem neuen Video.

Wenn Ihr über die nachfolgenden Links einkauft, unterstützt Ihr mich und meine Arbeit, ohne selbst Kosten zu haben, dank einer kleinen Verkaufsprovision.

Buch Kolloidales Silber:
https://amzn.to/2PcOU8q

Kolloidales Silber 50 ppm:
https://amzn.to/2Rx60jy

Kolloidales Silber selber machen:
https://amzn.to/2Au90G4

MSM-Pulver:
https://amzn.to/2AuDUhs

Vitamin D3 + K2:
https://amzn.to/2PeXzHH

Magnesium:
https://amzn.to/2TZO7eG

Vitabiosa für einen gesunden Darm:
https://amzn.to/2Pes942

Buchempfehlung zu MSM:
https://amzn.to/2QrPmUY

Bücher zur Histaminintoleranz:
https://amzn.to/2BCzsz1
https://amzn.to/2RkZNH4
https://amzn.to/2QuetXu

Sponsoren gesucht!
Ich lehne Werbespots in meinen Videos ab. Wie sähe das denn aus, wenn ich über alternative Heilmittel sprechen, aber die Werbung einer Apotheke eingespielt wird. Das hätte was von ""Seele verkaufen"".
Dennoch würde ich mich natürlich über ein bischen Unterstützung freuen. Demnächst steht das ein oder andere, damit ich weiter Videos machen kann. Ein neues Mikro wäre toll, eine bessere Video-Software und dank diverser Angriffe von außen muckt auch mein Laptop immer öfter.
Wer mich und meine Arbeit unterstützen möchte, kann dies gerne per Paypal machen.
https://www.paypal.me/mutzumwiderstand
Gerne nenne ich auch meine Sponsoren, bitte bei der Zahlung kurz vermerken, ob Ihr genannt werden möchtet oder lieber anonym bleiben.
Ich werde alle Spendeneingänge und deren Verwendung offen legen um Transparenz zu schaffen. Denn reich werden will ich nicht, ich wünsche mir lediglich ein klein wenig Unterstützung.
Jetzt schonmal ein herzliches Danke an Euch!",C5oRWYfEGqc,Kippt der UN-Migrationspakt?,45379
459,25,UC0sfnuCUaYV2twmfZDtXZng,Epoch Times Deutsch,311,108,81.0,603,2018-11-03,2018-11,Sat 12,2018-11 43,"['migrationspakt', 'migration', 'flüchtlingskrise', 'flüchtlinge', 'cdu', 'bundestag', 'bundesregierung', 'ministerpräsident', 'eu', 'europäische union']","""Der Umgang der Bundesregierung mit diesem Thema ist unverantwortlich"", sagt Kretschmer und beklagt die Öffentlichkeitsarbeit der Bundesregierung zum UN-Migrationspakt. Mehr dazu: https://bit.ly/2qqyCih

Mögen Sie unsere Videos? Unterstützen Sie Epoch Times. Hier Spenden: https://www.epochtimes.de/thema/epoch-times/spenden-und-unterstuetzen-a1264756.html

(c) 2018 Epoch Times",FCT6GH3okMw,Sächsischer Ministerpräsident beklagt Umgang mit Migrationspakt,10044
460,27,UCfuSf2VRuxbPQqmpxFGYN8g,Axel Burkart,252,106,521.0,1263,2018-11-03,2018-11,Sat 10,2018-11 43,[],"MACH MIT - Du kannst uns sehr gerne unterstützen:
★ finde etwas für dich im Shop ► https://akademie-zukunft-mensch.com/shop/
★ oder durch eine Spende z.B. via Paypal ► https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=BLGR2G33BNEJ4

ODER:
Axel Burkart - Volksbank Südostbayern
Kto 101037110 - BLZ 71090000
IBAN DE63 7109 0000 0101 0371 10
BIC GENODEF1BGL
(Als Verwendungszwecke bitte ""Unterstützung"" angeben)

★ Spendeninfos ► https://akademie-zukunft-mensch.com/unterstuetzen/

★ Like, teile und kommentiere das Video, damit hilfst du, das Wissen zu verbreiten!

★ Abonniere jetzt meinen Kanal und verpasse keine Videos mehr! ► https://www.youtube.com/channel/UCfuSf2VRuxbPQqmpxFGYN8g/?sub_confirmation=1


Herzlichen Dank
Dein Axel Burkart



══════════
MEINE EMPFEHLUNG
══════════
★ LEHRHEFTE ► https://akademie-zukunft-mensch.com/shop/brand/lehrheft/



══════════
HEIMLEHRGÄNGE
══════════
★ FREIHEIT / SCHULE DES DENKENS ► https://akademie-zukunft-mensch.com/produkt/freiheit-schule-des-heiligen-geistes-heim-lehrgang/?v=3a52f3c22ed6
★ ANTHROPOSOPHIE KOMPAKT ► https://akademie-zukunft-mensch.com/produkt/online-lehrgang-anthropsophie-kompakt/?v=3a52f3c22ed6
★ SPIRITUELLES CHRISTENTUM 1 ► https://akademie-zukunft-mensch.com/produkt/online-lehrgang-spirituelles-christentum-1/?v=3a52f3c22ed6
★ SPIRITUELLES CHRISTENTUM 2 ► https://akademie-zukunft-mensch.com/produkt/online-lehrgang-spirituelles-christentum-2/",2T6sVfnuB1I,UN Migrationspakt: Aufpassen! Es gibt einen Geheimplan HINTER dem Geheimplan – gegen DICH! - ABTV022,33535
461,23,UC3cmEfpy4XED7YYEe69nIMA,Oliver Janich,696,56,423.0,3672,2018-11-03,2018-11,Sat 09,2018-11 43,[],"Mein neuestes Buch ""Impossible Mission 9/11“ ab jetzt als Ebook auf Amazon:
https://www.amazon.de/exec/obidos/ASIN/B07H86QF6V/wwwoliverjani-21

Alle meine Bücher:
https://www.amazon.de/Oliver-Janich/e/B0045U56J6/wwwoliverjani-21

CryptoSpace: Magazin für Investments des 21. Jahrhunderts:
https://cryptospace.ll.land/?ref=337

Alle meine Videos werden auf Bitchute gespiegelt:
https://www.bitchute.com/channel/oliverjanich/

Meine Webseite mit Spendenbutton:
https://www.oliverjanich.de/

Telegram:
https://t.me/oliverjanich",OMjlah2ckCw,Die dreisten Mainstream-Lügen über den Migrationspakt logisch widerlegt,46286
462,22,UCFSNdGdN-9xjzMB12Ygcmsw,Balduin Haddock,4,0,37.0,8,2018-11-03,2018-11,Sat 09,2018-11 43,"['migrationspakt', 'global compact for migration', 'migrant', 'migranten', 'flüchtling', 'flüchtlinge', 'asylant', 'asylanten', 'kanake', 'kanaken', 'afrika', 'afrikaner', 'neger', 'nigger', 'nafri', 'nordafrika', 'nordafrikaner', 'islam', 'islamist', 'moslem', 'muslim', 'moslems', 'koran', 'vergewaltiger', 'mörder', 'flüchtlingskrise', 'angela merkel', 'cdu', 'csu', 'npd', 'afd', 'die grünen', 'alice weidel', 'horst seehofer', 'udo pastörs', 'adolf hitler', 'schwarzafrikaner', 'george soros']",Großartig!,v5AK4ke0saQ,Migrationspakt: Polen weigert sich - Merkels Gesichtsausdruck ist unbezahlbar,247
463,22,UCTXDvo92JnVYZBmmeQEeIDg,HerrTeutates,5,0,456.0,91,2018-11-03,2018-11,Sat 07,2018-11 43,[],,OTOVCkLovGQ,Prof. Dr. Jörg Meuthen (AfD) - Der UN-Migrationspakt ist Volksverdummung!,822
464,25,UCBS8zmAcfuk-DEAKtV40ZxA,Der deutsche Schäferhund,64,1,261.0,217,2018-11-03,2018-11,Sat 05,2018-11 43,"['werteunion', 'afd', 'merkel']","Die konservative WerteUnion, unter Leitung von Alexander Mitsch, stellt sich mit ihrer Forderung offen gegen Merkel und fordert breite Debatte.
Mitglieder der WerteUnion sind u.a. Prof.Dr. Max Otte, Willy Wimmer, Vera Lengsfeld

https://werteunion.net/

Quelle:
https://www.tagesschau.de/multimedia/video/video-466283.html",Ov_AG9oU4JU,Migrationspakt stoppen - jetzt auch aus Teilen der CDU,2792
465,23,UClOVHgi5_T3NyQsQPb0WXIw,gamesoftruth,325,7,490.0,1318,2018-11-03,2018-11,Sat 00,2018-11 43,"['merkel', 'migrationsabkommen', 'migrationspakt', 'flüchtlinge', 'migranten', 'afrika', 'widerstand', 'österreich', 'australien', 'usa', 'europa', 'deutschland', 'europapolitik', 'finanzpolitik', 'panikmache', 'weltordnung', 'humanitäre hilfe', 'flüchtlingshilfe', 'was tun', 'altersrente', 'sozialhilfe', 'steuergelder', 'wirtschaft', 'wirtschaftsjob', 'chemnitz', 'freiburg', 'gewalt', 'demokratie', 'kampagne', 'hilfe', 'kritiker', 'polen']","Lange wurde kaum über den Migrationspakt berichtet. Leise, still und heimlich sollte er am 11. Dezember in Marrakech unterschrieben werden. Seit Österreich ausgestiegen ist ( USA, Australien, Ungarn etc. sind ebenfalls raus ) hat die BRD gemerkt, dass es auch in Deutschland massiven Widerstand gibt. Also muss eine Werbekampagne her, mit Hilfe der Mainstreammedien, die diesen Pakt loben. Nicht alles ist schlecht daran, doch es gibt einige sehr kritische Punkte, die eine Unterschrift auf gar keinen Fall rechtfertigen.

Paypal ( cbzimmermann@web.de)
https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=9CMFFVQYM8AY8

Games of Truth ist der Nachrichtenchannel der investigativen Diplom Journalistin Claudia Zimmermann - Lufthansa Pressestelle, danach 24 Jahre WDR Reporterin Fernsehen und Hörfunk, seitdem Whistleblowerin. Dieser Kanal wird von mir, unabhängig und frei gestaltet. Dies ist sehr arbeitsintensiv und deshalb zeitaufwendig. Sie dürfen mein Ein Frau Unternehmen gerne unterstützen mit einem Betrag Ihrer Wahl, einmalig oder regelmässig. Damit wir gemeinsam weiter aufklären und Infos teilen können, die am liebsten versteckt würden.
 

----------------------------------------­------------------------------------ 

Heute habe ich die Freiheit, vollkommen unabhängig zu sein und recherchieren und berichten zu können, über das was wichtig ist und über dasjenige worüber in den Mainstreammedien oft nicht berichtet wird. 

----------------------------------------­------------------------------------ 

Dazu informiere ich mich weltweit in Nachrichtenpools und verfüge inzwischen auch über ein großes und immer größer werdendes Netzwerk von Informanten und Fans, die mir Infos zukommen lassen und Themen anbieten. Oft sind das Themen, die bewußt von Medien ausgeklammert werden. 

----------------------------------------­------------------------------------

 Games of Truth - Spiele der Wahrheit - denn die Wahrheit ist nicht immer das, was wir glauben zu erkennen. Ich habe diesen Kanaltitel gewählt, weil ich ein Fan bin von Game of Thrones und es ausserdem ein wunderbares Buch gibt vom Philosophen Michel Foucault - Die Wahrheit wird bestimmt von Regeln und es gibt immer neue Strategien, um die Wahrheit zu definieren. So ist es auch mit unseren Medien. Ein Ereignis - verschiedene Sichtweisen, je nachdem was man hervorhebt oder weglässt. Ich nenne es inzwischen oft Propaganda, da viele Journalisten zu Pressesprecher verkommen sind, so scheint es. 

----------------------------------------­------------------------------------ 

Das was andere gerne weglassen, hebe ich auf meinem Channel hervor, damit sich jeder sein eigenes Urteil bilden kann. Die Geschichten hinter den Nachrichten, die Fakten und Daten, die oft nicht erwähnt werden, die erfahren Sie hier: recherchiert und aufgearbeitet - täglich zu aktuellen Themen. Nur wer umfassend informiert ist, hat die Macht etwas zu verändern. 

----------------------------------------­------------------------------------

Besuchen Sie auch meine Webseite https://gamesoftruth.de/ dort gibt es zusätzliche Hintergrundinfos und Beiträge in schriftlicher Form. 

Ich freue mich über jeden neuen Abonnenten:
https://www.youtube.com/c/gamesoftruth?sub_confirmation=",BcKuocxb45I,Migrationspakt: Werbekampagne und Framing läuft,15724
466,25,UCsPyYJa-kAaQyJXGxm2n50g,Emperor Caligula,299,22,2399.0,427,2018-11-02,2018-11,Fri 20,2018-11 43,[],"Ich habe mich zum Thema bisher zurück gehalten, einerseits wie die UN bisher auch schon viel beschlossen hat, was kaum einer einhielt, aber auch weil andere Experten das Thema besser bearbeiten können als ich. So aber möchte ich doch einmal dazu klar Stellung beziehen, und auch Hörer in meinem Kanal auf das Thema aufmerksam machen, soweit sie es noch nicht selbst gehört haben. 

Würde dieser Pakt Grundlage deutschen Rechtes, wäre es der finale Todesstoß für unser Land. Das muss man so klar sagen. Der ""Pakt"" trägt teilweise nur noch faschistoid zu nennende Züge staatsplanerischen Größenwahns.


Spenden an Paypal: elikal@outlook.de",-FqN87ANyQo,UN Migrationspakt: Wollt ihr die Totale Migration?,8190
467,25,UCACdxU3VrJIJc7ujxtHWs1w,euronews (deutsch),83,10,74.0,289,2018-11-02,2018-11,Fri 19,2018-11 43,"['welt', 'tschechische politik', 'klimaflüchtlinge', 'migrantenkrise', 'vereinte nationen']","""Niemand außer uns darf entscheiden, wer bei uns lebt und arbeitet"", sagte der tschechische Ministerpräsident Andrej Babis zum UN-Migrationspakt.…
LESEN SIE MEHR : http://de.euronews.com/2018/11/02/tschechien-kundigt-ausstieg-aus-migrationspakt-an

euronews: der meistgesehene Nachrichtensender in Europa.
Abonnieren Sie! http://www.youtube.com/subscription_center?add_user=euronewsde

euronews gibt es in 13 Sprachen: https://www.youtube.com/user/euronewsnetwork/channels

Auf Deutsch:
Internet : http://de.euronews.com
Facebook: https://www.facebook.com/euronews
Twitter: http://twitter.com/euronewsde
Google+: https://plus.google.com/u/0/b/101036888397116664208/113171012041187764998/posts?pageId=101036888397116664208",KB8U7DWvCLI,Tschechien kündigt Ausstieg aus Migrationspakt an,4303
468,24,UCvtKavPPZG7ep7iSawFOAlQ,PalaOdin EOF,0,11,146.0,222,2018-11-02,2018-11,Fri 18,2018-11 43,"['anonymous deutsch', 'anonymous', 'anonymous german', 'deutschland', 'deutsch', 'german', 'germany', 'der', 'die', 'das', 'migration', 'widerstand', 'free', 'freiheit', 'tim kelner', 'oliver janich', 'oliver flesch', 'sklave', 'regierung']","Hallo Buerger dieser Welt.
Hallo Deutsches Volk.

Der Globale Pakt zur Migration ist kein Globaler Pakt wenn nicht alle Länder einverstanden sind. 

Es ist kein Globaler Pakt, wenn viele Länder nicht mitmachen, wie Amerika, Ungarn und jetzt Oesterreich. 
(Dazu kommen ebenfalls die asiatischen Länder, wie China, Japan, Korea und so weiter. Die Frage sollte erlaubt sein, unterschreibt Russland oder Indien den Pakt? )

Das muesste also allen Vertragsunterzeichner eigentlich auf Grundschulklassenniveau klar sein.

Jedoch hat da  unsere deutsche Regierung scheinbar etwas Probleme, den Begriff global zu hinterfragen. Welche Gedanken haben die Regierungsmitglieder um den Pakt zu zeichnen, was spring dabei fuer sie heraus?

Wir von Anonymous sehen diesen Pakt zur Migration, der uebrigens im Dezember unterzeichnet werden soll, mehr als skeptisch gegenueber. 
Es ist die Tuere, die aufgestossen wird und die nicht so schnell geschlossen werden kann. Aus illegaler Migration wird legale Migration. 

Es bestehen EU Pläne, das innerhalb kuerzester Zeit Millionen fremder Menschen nach Deutschland wandern und sich in das Sozialnetz Deutschland einladen werden. Daher wird Deutschland das Land sein, in dem es zu einer gewaltigen Einwanderung kommt.

Fuer solch eine Entscheidung, diesen Pakt der Migration, sollte mindestens eine neuzigprozentige positive Abstimmung durch einen Volksentscheid des Deutschen Volkes erforderlich sein muessen.

Um Wahlfälschungen, auch hier in Deutschland zu begegnen, ist zudem eine begleitende O S Z E Wahlpruefung erforderlich.

Jetzt wo unser deutschsprachiges Bruderland Oesterreich ausgeschert ist und den Pakt nicht unterschreibt sollte die Deutsche Regierung dies ebenso halten.

Alles Gute Deutschland.

Anonymous.
 

Besucht unsere Brüder und Schwester in der Schweiz:
Anonymous Rebels United 3
https://www.youtube.com/channel/UCwdcVal297mYLZJapDidFbA

oder 
unseren Bruder Anonymous Harz
https://www.youtube.com/channel/UC9jBRQN-TogxeG_JmSiFzww


Wir sind Anoymous.
Wir sind Legion. 
Wir sind eine Familie. 
Wir sind eins. 
wir sind nicht zu teilen.
Wir sind aus Millionen gemacht. 
Wir sind der Widerstand. 
Wir sind eine Armee von Ideen. 
Wir sind die Stimme der Stimmlosen. 
Wir können nicht gestoppt werden. 
Wir vergeben nicht. 
Wir vergessen nicht. 
Erwartet uns.


69687220776f6c6c74206d69746d616368656e3f0d0a0d0a696872207365697420416e6f6e796d6f75732062657265697473210d0a0d0a53656874206575636820646965204772756e6473e4747a6520616e2c2064696520646173204b6f6c6c656b746976206861742e0d0a0d0a57656e6e20696872206469657365207665727374616e64656e206861627420756e642064696573206562656e66616c6c732076657274726574656e20776f6c6c742c207365697420696872206865727a6c696368206765726e6520416e6f6e796d6f7573210d0a0d0a53746172743a0d0a4865727374656c6c656e20766f6e2066616b6520656d61696c20616c732042617369732066fc722064656e205954204b616e616c2e0d0a4865727374656c6c656e2065696e6573205954204b6f6e746f73206d697420534d5320fc626572206672656520736d73205a7573656e64756e672e0d0a0d0a4b6f70696572656e20756e64205370696567656c2064657220416e6f6e796d6f757320566964656f732e0d0a45727374656c6c656e20656967656e657220595420566964656f73206175662042617369732064657220416e6f6e796d6f7573204b6f6c6c656b7469766772756e6473e4747a65206d69742064656e20416e6f6e796d6f757320436f7079726964650d0a0d0a5374696d6d6520285261696e6572206465757473636829207a20423a0d0a68747470733a2f2f7777772e6e61747572616c726561646572732e636f6d2f6f6e6c696e652f0d0a0d0a4e75747a65204c696e757873797374656d6520756e64207a204220666f6c67656e64652050726f6772616d6d653a0d0a4b44454e4c4946450d0a4155444143495459206d69742048616c6c206574632e0d0a0d0a7769722066726575656e20756e732077656e6e20696872206d69746d616368742e0d0a416e6f6e796d6f757320776972642065756368206e6965206e61636820657572656d2074617473e463686c696368656e204e616d656e2066726167656e2e0d0a426c6569627420616e6f6e796d2e205365696420706172616e6f69642e20496d6d65722e0d0a5769722073696e64204c6567696f6e2e",Lt-h7mkKd0o,"Migrations Pakt - Anonymous (deutsch, german)",5017
469,25,UCgau4awdKG2ni2Ib4jvUqFA,DER STANDARD,181,272,148.0,31,2018-11-02,2018-11,Fri 18,2018-11 43,"['derstandardat', 'vienna', 'news', 'austria', 'österreich', 'der', 'standard', 'migrationspakt', 'un', 'uno', 'ytccon']",Am Wiener Schwedenplatz sehen sich die Passanten den Ausstieg Österreichs aus dem UN-Migrationspakt eher skeptisch. Der Bericht zum Video auf: derStandard.at/2000090550158,EVxJFxsUlI4,UN-Migrationspakt: Umfrage in Wien zum Rückzug Österreichs,13353
470,22,UC6Wbh70A2-zCMx9aPhT6ohg,Sternenfee,3,3,328.0,20,2018-11-02,2018-11,Fri 17,2018-11 43,"['merkel', 'polen', 'pressekonferenz', 'morawiecki', 'mikrationspakt']","#Merkel #Polen #Pressekonferenz #Morawiecki #Migrations Pakt 

2.11.2018
Hört genau hin. Bei Minute 0:47 sagt sie AUSTAUSCH!!!

DEUTSCHE raus Migranten rein!!!

Merkel in Polen zum UN-Migrationspakt, den Deutschland mitformuliert hat: „Er ist rechtlich nicht bindend, deshalb steht Deutschland dazu.“

UN-Pakt für Migration: Merkel redet sich um Kopf und Kragen.",UWGToft7mWQ,"Merkel und Morawiecki, Pressekonferenz in Polen zum UN-Migrationspakt",1652
471,25,UC8TFpnUndPTOnxhIfzsx4mA,Oesterreichzuerst,66,9,601.0,142,2018-11-02,2018-11,Fri 17,2018-11 43,"['hc strache', 'hc', 'strache', 'heinzchristian strache', 'oesterreichzuerst', 'österreich zuerst', 'oesterreich', 'österreich', 'zuerst', 'fpö', 'fpoe', '2018', 'ministerrat', 'unmigrationspakt', 'un', 'uno', 'migrationspakt', 'bundesregierung', 'regierung', 'herbert kickl', 'kickl']",FPÖ-Innenminister Herbert Kickl über die Ablehnung des UN-Migrationspaktes im Zuge des Pressefoyers nach dem Ministerrat am 31.10.2018.,sTQ4q0qoxq8,Herbert Kickl - Nein zum UN-Migrationspakt (Pressefoyer) - 31.10.2018,1795
472,22,UC-YQk7Hs4uXWVrm2VMaA9sg,Petr Bystron MdB,502,45,172.0,5025,2018-11-02,2018-11,Fri 16,2018-11 43,"['migration', 'compact on migration', 'asyl', 'flüchtlinge', 'vereinte nationen', 'un', 'petr bystron', 'afd', 'globaler pakt für migration', 'österreich', 'kroatien', 'usa', 'australien', 'alternative für deutschland']","Nachdem Österreich aus dem Pakt für Migration der Vereinten Nationen ausgestiegen ist, ziehen jetzt auch Kroatien und Tschechien nach. Eine sehr erfreuliche Entwicklung, die der Obmann der AfD im Auswärtigen Ausschuss des Bundestages Petr Bystron hier exklusiv kommentiert.

Weitere Informationen zum Globalen Pakt für Migration finden Sie hier:
https://www.afd.de/migrationspakt-sto...

Bitte unterstützen Sie auch die Petition gegen die Unterzeichnung - lassen Sie den Widerstand laut werden!

https://migrationspakt-stoppen.info/

#MakeEuropeGreatAgain 

Hier gehts zu meinem Youtube-Kanal: 
https://www.youtube.com/c/PetrBystronAfD

Besuchen Sie meine Facebook-Seite: 
https://www.facebook.com/bystronpetr/ 

Aktuelle Infos über meine politische Arbeit gibt es auf Twitter: 
https://twitter.com/PetrBystronAfD?lang=de

Privates und Persönliches finden Sie auf Instagram:
https://www.instagram.com/petr.bystron/",GRMMnIda0yo,"Petr Bystron (AfD): ""Migrationspakt scheitert, Maas tobt - besser geht's nicht!""",80794
473,25,UC4kbRZt6oNrlokrqrnQXpKg,RT Deutsch,726,70,245.0,2092,2018-11-02,2018-11,Fri 16,2018-11 43,"['russia today', 'petr bystron', 'flüchtlinge', 'migrationspakt', 'deutschland', 'österreich', 'uno']","Nach den USA, Australien und Ungarn hat am Mittwoch auch Österreich erklärt, den UN-Migrationspakt nicht zu unterzeichnen. In Deutschland sind die Reaktionen aus der Politik noch zurückhaltend. Während die Bundesregierung durch das Auswärtige Amt am Mittwoch mitteilte, man wolle weiter für die Annahme und Umsetzung werben, schlagen Vertreter der AfD-Fraktion im Bundestag Alarm. Petr Bystron, Mitglied des Arbeitskreises Außenpolitik, will den Pakt unbedingt verhindern und kritisierte ihn scharf.

Das Auswärtige Amt (AA) warnte unterdessen vor politischer Stimmungsmache. Man beobachte Versuche, durch „irreführende Informationen“ die öffentliche Meinung gegen das Abkommen zu mobilisieren. Gegenüber dem Redaktionsnetzwerk Deutschland warf das AA der AfD die Verbreitung von Falschmeldungen vor. 

Petr Bystron bezeichnete die Vorwürfe auf Anfrage als Desinformationskampagne des Auswärtigen Amtes. Schließlich haben sich die USA, Australien, Ungarn und Österreich aus freien Stücken gegen eine Unterzeichnung des Paktes entschieden und nicht nach Einflussnahme durch die AfD. Mehr auf unserer Webseite: https://deutsch.rt.com/

Folge uns auf Facebook: https://www.facebook.com/rtdeutsch 
Folge uns auf Twitter: https://twitter.com/RT_Deutsch 
Folge uns auf Google+: https://plus.google.com/106894031455027715800/about 
RT Deutsch nimmt die Herausforderung an, die etablierte deutsche Medienlandschaft aufzurütteln und mit einer alternativen Berichterstattung etablierte Meinungen zu hinterfragen. Wir zeigen und schreiben das, was sonst verschwiegen oder weggeschnitten wird. RT - Der fehlende Part.
#UNO #Migrationspakt",NBBXGyCCgjo,Bundesregierung wirft AfD Stimmungsmache gegen UN-Migrationspakt vor,47715
474,25,UC0sfnuCUaYV2twmfZDtXZng,Epoch Times Deutsch,248,146,88.0,228,2018-11-02,2018-11,Fri 11,2018-11 43,"['asyl', 'migrationspakt']","Das Auswärtige Amt will einem Medienbericht zufolge gegen angebliche politische Stimmungsmache gegen den #UN-#Migrationspakt vorgehen.

Mehr dazu: https://goo.gl/hnuYWm

Mögen Sie unsere Videos? Unterstützen Sie Epoch Times. Hier Spenden: https://www.epochtimes.de/thema/epoch-times/spenden-und-unterstuetzen-a1264756.html

(c) 2018 Epoch Times",D-13FBhFv9c,Umstrittener UN-Migrationspakt: Auswärtiges Amt beschuldigt AfD Falschmeldungen zu verbreiten,5395
475,22,UC0FrCjet_5k9dLByr7oSvYg,PI-NEWS TV,16,2,794.0,89,2018-11-02,2018-11,Fri 11,2018-11 43,[],"Der Obmann im Auswärtigen Ausschuss, Petr Bystron, AfD, erklärt am Freitag zur Ausstiegs-Ankündigung des tschechischen Premierministers Andrej Babiš:

„Herzlichen Glückwunsch an Tschechien: Die Tschechen werden das richtige tun und den GCM nicht unterzeichnen. Premier Babiš hat bisher immer ein sicheres Gespür für die Stimmung in der Bevölkerung bewiesen – so auch in diesem Fall. In Tschechien sind weite Teile der Öffentlichkeit schon lange gegen eine Zuwanderung egal ob ungezügelt durch offene Grenzen oder geregelt via GCM. Die Oppositionsparteien ODS, SPD und auch die Kommunisten lehnen den Pakt ebenfalls ab. Nur die unter starkem Einfluss der deutschen SPD stehenden Sozialdemokraten verteidigen den Pakt.

Babiš kündigte nun im tschechischen Parlament an, mit den Sozialdemokraten über das Thema in den kommenden Tagen zu reden. Das Ergebnis ist voraussehbar – nach den USA, Australien, Ungarn und Österreich werden auch die Tschechen aus dem GCM aussteigen. Die kroatische Präsidentin Kolinda Grabar-Kitarovic hat ebenfalls angekündigt, die Unterschrift zu verweigern. In Polen, Dänemark und der Schweiz steht der Compact ebenfalls auf der Kippe. Österreich  hat damit einen Domino-Effekt bei den europäischen Nachbarn ausgelöst. Es zeigt sich, dass umso mehr Länder aussteigen, je mehr über die unheilvollen Inhalte des Paktes in der Öffentlichkeit bekannt wird.“ http://www.pi-news.net/2018/11/domino-effekt-der-vernunft-tschechien-und-kroatien-raus-aus-un-migrationspakt/",lGSKcExmKwY,AfD-Außenpolitiker Petr Bystron warnt vor UN-Migrationspakt,5009
476,25,UCZMsvbAhhRblVGXmEXW8TSA,WELT,0,641,89.0,76,2018-11-02,2018-11,Fri 11,2018-11 43,"['2018', 'welt', 'n24', 'nachrichten', 'news', 'video', 'tv', 'fernsehsender', 'deutschland', 'bundesregierung', 'politik', 'außenpolitik', 'auswärtiges amt', 'usa', 'österreich', 'ungarn', 'australien', 'afd', 'fake news', 'stimmungsmache', 'falschinformation', 'kritik', 'unmigrationspakt', 'rechte', 'rechtspopulisten', 'rechtsradikale', 'beeinflussung', 'informationskrieg', 'flüchtlinge', 'un']","Der UN-Migrationspakt ist in einigen Ländern, wie den USA, Ungarn, Australien, oder auch Österreich umstitten. Auch die AfD äußert Kritik und soll „Falschmeldungen“ über den Pakt verbreitet haben. Das Auswärtige Amt will dagegen vorgehen.

In eigener Sache: Wegen des hohen Aufkommens unsachlicher und beleidigender Beiträge können wir zurzeit keine Kommentare mehr zulassen. 

Danke für Eurer Verständnis - das WELT-Team


Die WELT Nachrichten-Livestream http://bit.ly/2fwuMPg

Die Top-Nachrichten auf WELT.de https://www.welt.de/
Die Mediathek auf WELT.de https://www.welt.de/mediathek/
Besuche uns bei Facebook https://www.facebook.com/welt/
Folge uns auf Twitter https://twitter.com/welt
Besuche uns auf Instagram https://www.instagram.com/welt/

Video 2018 erstellt

Help us caption & translate this video!

https://amara.org/v/mOrw/",wXyFo9sh_sE,UN-MIGRATIONSPAKT: Auswärtiges Amt will gegen rechte Stimmungsmache vorgehen,16091
477,25,UC0sfnuCUaYV2twmfZDtXZng,Epoch Times Deutsch,316,3,50.0,1203,2018-11-02,2018-11,Fri 10,2018-11 43,"['kolinda grabarkitarović', 'kroatien', 'migrationspakt']","Die Präsidentin von Kroatien erklärt, dass sie den UN-Migrationspakt nicht unterzeichnen werde. Sie schließt sich damit Österreich und Ungarn an.

Mehr dazu: https://goo.gl/a4YMoq

Mögen Sie unsere Videos? Unterstützen Sie Epoch Times. Hier Spenden: https://www.epochtimes.de/thema/epoch-times/spenden-und-unterstuetzen-a1264756.html

(c) 2018 Epoch Times",O1HiiIUxdvo,Kroatien – Präsidentin Grabar-Kitarović erklärt: „Ich unterzeichne den Migrationspakt nicht“,9746
